Namespace(activation_fn='gelu', base_channel=32, base_sigma=0.0, batch={8: 256, 16: 256, 32: 128, 64: 128, 128: 64, 256: 32}, batch_default=128, bn=False, ckpt=None, conditional=True, cyclic=False, data_root='./data/', dataset='cifar10', device=0, eval_step=50, from_beginning=False, from_rgb_activate=False, init_size=8, initial='uniform', l2_coefficient=0.0, langevin_lr=2.0, langevin_step=60, load=False, lr={8: 0.001, 16: 0.0012, 32: 0.0015, 64: 0.0015, 128: 0.0015}, lr_default=0.0005, max_size=32, mode='train', name_suffix='step', noise_ratio=1.0, phase=1000000, pro=True, projection=True, res=True, run_dir='results/cifar10_step/00001-step60-trunc1.0-res32-lr2.0-uniform-ch32', save_path='results', sched=True, soft=True, spectral=True, split_bn=False, stats_path='./stats/cifar10.npz', truncation=1.0, val_clip=1.1)
Itr:      0 Kimg:        0, Alpha: 1.00, Res:   8, f(x_p_d)=  0.0764 f(x_q)=  0.3566
Itr:  21300 Kimg:     4726, Alpha: 0.73, Res:  32, f(x_p_d)=  2.4007 f(x_q)=  2.2949
Itr:  21400 Kimg:     4739, Alpha: 0.74, Res:  32, f(x_p_d)=  2.4747 f(x_q)=  2.5990
Itr:  21500 Kimg:     4752, Alpha: 0.75, Res:  32, f(x_p_d)=  2.8401 f(x_q)=  3.0039
Itr:  21600 Kimg:     4765, Alpha: 0.76, Res:  32, f(x_p_d)=  2.5308 f(x_q)=  1.9717
Itr:  21700 Kimg:     4777, Alpha: 0.78, Res:  32, f(x_p_d)=  3.0912 f(x_q)=  1.8086
Itr:  21800 Kimg:     4790, Alpha: 0.79, Res:  32, f(x_p_d)=  3.0739 f(x_q)=  2.5275
Itr:  21900 Kimg:     4803, Alpha: 0.80, Res:  32, f(x_p_d)=  4.0862 f(x_q)=  4.4659
Itr:  22000 Kimg:     4816, Alpha: 0.82, Res:  32, f(x_p_d)=  2.4482 f(x_q)=  2.8295
Itr:  22100 Kimg:     4829, Alpha: 0.83, Res:  32, f(x_p_d)=  2.2942 f(x_q)=  2.0286
Itr:  22200 Kimg:     4841, Alpha: 0.84, Res:  32, f(x_p_d)=  3.7796 f(x_q)=  3.5012
Itr:  22300 Kimg:     4854, Alpha: 0.85, Res:  32, f(x_p_d)=  3.8802 f(x_q)=  4.1996
Itr:  22400 Kimg:     4867, Alpha: 0.87, Res:  32, f(x_p_d)=  3.9009 f(x_q)=  4.2977
Itr:  22500 Kimg:     4880, Alpha: 0.88, Res:  32, f(x_p_d)=  3.2532 f(x_q)=  4.5546
Itr:  22600 Kimg:     4893, Alpha: 0.89, Res:  32, f(x_p_d)=  3.3606 f(x_q)=  2.2665
Itr:  22700 Kimg:     4905, Alpha: 0.91, Res:  32, f(x_p_d)=  4.9200 f(x_q)=  5.1163
Itr:  22800 Kimg:     4918, Alpha: 0.92, Res:  32, f(x_p_d)=  4.1633 f(x_q)=  3.8525
Itr:  22900 Kimg:     4931, Alpha: 0.93, Res:  32, f(x_p_d)=  4.4395 f(x_q)=  4.1945
Itr:  23000 Kimg:     4944, Alpha: 0.94, Res:  32, f(x_p_d)=  4.3151 f(x_q)=  4.7629
Itr:  23100 Kimg:     4957, Alpha: 0.96, Res:  32, f(x_p_d)=  6.7375 f(x_q)=  7.0502
Itr:  23200 Kimg:     4969, Alpha: 0.97, Res:  32, f(x_p_d)=  8.9508 f(x_q)=  6.2521
Itr:  23300 Kimg:     4982, Alpha: 0.98, Res:  32, f(x_p_d)=  6.2841 f(x_q)=  4.5575
Itr:  23400 Kimg:     4995, Alpha: 1.00, Res:  32, f(x_p_d)=  8.1823 f(x_q)=  9.8817
Itr:  23500 Kimg:     5008, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0159 f(x_q)=  6.4935
Itr:  23600 Kimg:     5021, Alpha: 1.00, Res:  32, f(x_p_d)=  7.1941 f(x_q)=  7.9418
Itr:  23700 Kimg:     5033, Alpha: 1.00, Res:  32, f(x_p_d)=  6.6876 f(x_q)=  7.1217
Itr:  23800 Kimg:     5046, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9997 f(x_q)=  6.0317
Itr:  23900 Kimg:     5059, Alpha: 1.00, Res:  32, f(x_p_d)=  7.4739 f(x_q)=  7.2883
Itr:  24000 Kimg:     5072, Alpha: 1.00, Res:  32, f(x_p_d)=  7.9144 f(x_q)=  7.9307
Calculate FID...
Itr:  24000, FID:    47.354
Itr:  24100 Kimg:     5085, Alpha: 1.00, Res:  32, f(x_p_d)=  7.7721 f(x_q)=  6.9483
Itr:  24200 Kimg:     5097, Alpha: 1.00, Res:  32, f(x_p_d)=  7.2017 f(x_q)=  7.2032
Itr:  24300 Kimg:     5110, Alpha: 1.00, Res:  32, f(x_p_d)=  9.1947 f(x_q)= 15.0888
Itr:  24400 Kimg:     5123, Alpha: 1.00, Res:  32, f(x_p_d)=  7.9946 f(x_q)=  7.6202
Itr:  24500 Kimg:     5136, Alpha: 1.00, Res:  32, f(x_p_d)=  8.5051 f(x_q)=  8.9527
Itr:  24600 Kimg:     5149, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0535 f(x_q)=  6.9870
Itr:  24700 Kimg:     5161, Alpha: 1.00, Res:  32, f(x_p_d)=  8.6988 f(x_q)=  9.1881
Itr:  24800 Kimg:     5174, Alpha: 1.00, Res:  32, f(x_p_d)=  7.3027 f(x_q)=  6.4681
Itr:  24900 Kimg:     5187, Alpha: 1.00, Res:  32, f(x_p_d)=  8.5690 f(x_q)=  8.9955
Itr:  25000 Kimg:     5200, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9628 f(x_q)=  6.2606
Itr:  25100 Kimg:     5213, Alpha: 1.00, Res:  32, f(x_p_d)=  7.4667 f(x_q)=  8.6881
Itr:  25200 Kimg:     5225, Alpha: 1.00, Res:  32, f(x_p_d)=  7.1589 f(x_q)=  7.9220
Itr:  25300 Kimg:     5238, Alpha: 1.00, Res:  32, f(x_p_d)=  8.6132 f(x_q)=  8.0222
Itr:  25400 Kimg:     5251, Alpha: 1.00, Res:  32, f(x_p_d)=  7.3462 f(x_q)=  5.9983
Itr:  25500 Kimg:     5264, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7464 f(x_q)=  5.1301
Itr:  25600 Kimg:     5277, Alpha: 1.00, Res:  32, f(x_p_d)=  5.5185 f(x_q)=  4.8756
Itr:  25700 Kimg:     5289, Alpha: 1.00, Res:  32, f(x_p_d)=  6.1247 f(x_q)=  5.4825
Itr:  25800 Kimg:     5302, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0028 f(x_q)=  7.0072
Itr:  25900 Kimg:     5315, Alpha: 1.00, Res:  32, f(x_p_d)=  7.4990 f(x_q)=  5.7089
Itr:  26000 Kimg:     5328, Alpha: 1.00, Res:  32, f(x_p_d)=  8.1217 f(x_q)=  7.8358
Calculate FID...
Itr:  26000, FID:    48.137
Itr:  26100 Kimg:     5341, Alpha: 1.00, Res:  32, f(x_p_d)=  6.5599 f(x_q)=  7.3412
Itr:  26200 Kimg:     5353, Alpha: 1.00, Res:  32, f(x_p_d)=  7.8118 f(x_q)=  6.9891
Itr:  26300 Kimg:     5366, Alpha: 1.00, Res:  32, f(x_p_d)=  8.3726 f(x_q)=  9.0681
Itr:  26400 Kimg:     5379, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8790 f(x_q)=  6.3642
Itr:  26500 Kimg:     5392, Alpha: 1.00, Res:  32, f(x_p_d)=  7.1712 f(x_q)=  6.5412
Itr:  26600 Kimg:     5405, Alpha: 1.00, Res:  32, f(x_p_d)=  8.6123 f(x_q)=  8.5162
Itr:  26700 Kimg:     5417, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9551 f(x_q)=  8.6533
Itr:  26800 Kimg:     5430, Alpha: 1.00, Res:  32, f(x_p_d)=  7.6613 f(x_q)=  7.8827
Itr:  26900 Kimg:     5443, Alpha: 1.00, Res:  32, f(x_p_d)=  7.5214 f(x_q)= 10.7914
Itr:  27000 Kimg:     5456, Alpha: 1.00, Res:  32, f(x_p_d)=  7.8257 f(x_q)=  6.7246
Itr:  27100 Kimg:     5469, Alpha: 1.00, Res:  32, f(x_p_d)=  7.5222 f(x_q)=  6.3308
Itr:  27200 Kimg:     5481, Alpha: 1.00, Res:  32, f(x_p_d)=  6.4856 f(x_q)=  5.0167
Itr:  27300 Kimg:     5494, Alpha: 1.00, Res:  32, f(x_p_d)=  7.6883 f(x_q)=  7.5412
Itr:  27400 Kimg:     5507, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0511 f(x_q)=  6.0594
Itr:  27500 Kimg:     5520, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8817 f(x_q)=  5.9109
Itr:  27600 Kimg:     5533, Alpha: 1.00, Res:  32, f(x_p_d)=  6.3141 f(x_q)=  9.6558
Itr:  27700 Kimg:     5545, Alpha: 1.00, Res:  32, f(x_p_d)=  7.5807 f(x_q)=  8.2822
Itr:  27800 Kimg:     5558, Alpha: 1.00, Res:  32, f(x_p_d)=  5.6095 f(x_q)=  6.4058
Itr:  27900 Kimg:     5571, Alpha: 1.00, Res:  32, f(x_p_d)=  7.1205 f(x_q)=  5.1876
Itr:  28000 Kimg:     5584, Alpha: 1.00, Res:  32, f(x_p_d)=  7.6013 f(x_q)=  7.4099
Calculate FID...
Itr:  28000, FID:    34.339
Itr:  28100 Kimg:     5597, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0091 f(x_q)=  6.5845
Itr:  28200 Kimg:     5609, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8695 f(x_q)=  5.9341
Itr:  28300 Kimg:     5622, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8418 f(x_q)=  6.3621
Itr:  28400 Kimg:     5635, Alpha: 1.00, Res:  32, f(x_p_d)=  6.2619 f(x_q)=  6.2930
Itr:  28500 Kimg:     5648, Alpha: 1.00, Res:  32, f(x_p_d)=  6.3213 f(x_q)=  7.3918
Itr:  28600 Kimg:     5661, Alpha: 1.00, Res:  32, f(x_p_d)=  6.6069 f(x_q)=  7.3138
Itr:  28700 Kimg:     5673, Alpha: 1.00, Res:  32, f(x_p_d)=  7.4285 f(x_q)=  6.1546
Itr:  28800 Kimg:     5686, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8837 f(x_q)=  7.1785
Itr:  28900 Kimg:     5699, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8709 f(x_q)=  4.5731
Itr:  29000 Kimg:     5712, Alpha: 1.00, Res:  32, f(x_p_d)=  7.5236 f(x_q)=  5.9362
Itr:  29100 Kimg:     5725, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0719 f(x_q)=  8.1269
Itr:  29200 Kimg:     5737, Alpha: 1.00, Res:  32, f(x_p_d)=  6.4685 f(x_q)=  6.8773
Itr:  29300 Kimg:     5750, Alpha: 1.00, Res:  32, f(x_p_d)=  7.8942 f(x_q)=  7.7822
Itr:  29400 Kimg:     5763, Alpha: 1.00, Res:  32, f(x_p_d)=  7.8290 f(x_q)=  8.1631
Itr:  29500 Kimg:     5776, Alpha: 1.00, Res:  32, f(x_p_d)=  6.3876 f(x_q)=  9.0649
Itr:  29600 Kimg:     5789, Alpha: 1.00, Res:  32, f(x_p_d)=  7.4235 f(x_q)=  6.7422
Itr:  29700 Kimg:     5801, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9022 f(x_q)=  8.4540
Itr:  29800 Kimg:     5814, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8129 f(x_q)=  7.7871
Itr:  29900 Kimg:     5827, Alpha: 1.00, Res:  32, f(x_p_d)=  7.2712 f(x_q)=  8.7728
Itr:  30000 Kimg:     5840, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8041 f(x_q)=  5.8084
Calculate FID...
Itr:  30000, FID:    37.580
Itr:  30100 Kimg:     5853, Alpha: 1.00, Res:  32, f(x_p_d)=  8.3397 f(x_q)=  7.9541
Itr:  30200 Kimg:     5865, Alpha: 1.00, Res:  32, f(x_p_d)=  7.4796 f(x_q)=  8.2076
Itr:  30300 Kimg:     5878, Alpha: 1.00, Res:  32, f(x_p_d)=  8.1748 f(x_q)=  7.3987
Itr:  30400 Kimg:     5891, Alpha: 1.00, Res:  32, f(x_p_d)=  8.2156 f(x_q)=  8.5916
Itr:  30500 Kimg:     5904, Alpha: 1.00, Res:  32, f(x_p_d)=  7.2519 f(x_q)=  8.0507
Itr:  30600 Kimg:     5917, Alpha: 1.00, Res:  32, f(x_p_d)=  7.8284 f(x_q)=  8.9264
Itr:  30700 Kimg:     5929, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8441 f(x_q)=  9.1614
Itr:  30800 Kimg:     5942, Alpha: 1.00, Res:  32, f(x_p_d)=  6.6596 f(x_q)=  6.4780
Itr:  30900 Kimg:     5955, Alpha: 1.00, Res:  32, f(x_p_d)=  7.4629 f(x_q)=  6.2578
Itr:  31000 Kimg:     5968, Alpha: 1.00, Res:  32, f(x_p_d)=  7.5013 f(x_q)=  9.9028
Itr:  31100 Kimg:     5981, Alpha: 1.00, Res:  32, f(x_p_d)=  7.1327 f(x_q)=  7.8906
Itr:  31200 Kimg:     5993, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9331 f(x_q)=  6.0574
Itr:  31300 Kimg:     6006, Alpha: 1.00, Res:  32, f(x_p_d)=  7.9543 f(x_q)=  5.9409
Itr:  31400 Kimg:     6019, Alpha: 1.00, Res:  32, f(x_p_d)=  7.2542 f(x_q)=  7.7327
Itr:  31500 Kimg:     6032, Alpha: 1.00, Res:  32, f(x_p_d)=  7.5777 f(x_q)=  7.8669
Itr:  31600 Kimg:     6045, Alpha: 1.00, Res:  32, f(x_p_d)=  5.6141 f(x_q)=  4.5174
Itr:  31700 Kimg:     6057, Alpha: 1.00, Res:  32, f(x_p_d)=  7.7638 f(x_q)=  8.1220
Itr:  31800 Kimg:     6070, Alpha: 1.00, Res:  32, f(x_p_d)=  6.1258 f(x_q)=  5.4584
Itr:  31900 Kimg:     6083, Alpha: 1.00, Res:  32, f(x_p_d)=  7.4279 f(x_q)=  8.0131
Itr:  32000 Kimg:     6096, Alpha: 1.00, Res:  32, f(x_p_d)=  6.1442 f(x_q)=  5.5083
Calculate FID...
Itr:  32000, FID:    34.293
Itr:  32100 Kimg:     6109, Alpha: 1.00, Res:  32, f(x_p_d)=  7.5052 f(x_q)=  8.0447
Itr:  32200 Kimg:     6121, Alpha: 1.00, Res:  32, f(x_p_d)=  6.2537 f(x_q)=  4.4875
Itr:  32300 Kimg:     6134, Alpha: 1.00, Res:  32, f(x_p_d)=  7.7957 f(x_q)=  6.9295
Itr:  32400 Kimg:     6147, Alpha: 1.00, Res:  32, f(x_p_d)=  8.2556 f(x_q)=  7.3280
Itr:  32500 Kimg:     6160, Alpha: 1.00, Res:  32, f(x_p_d)=  7.8213 f(x_q)=  8.3035
Itr:  32600 Kimg:     6173, Alpha: 1.00, Res:  32, f(x_p_d)=  7.1800 f(x_q)=  7.5316
Itr:  32700 Kimg:     6185, Alpha: 1.00, Res:  32, f(x_p_d)=  9.5115 f(x_q)=  8.9699
Itr:  32800 Kimg:     6198, Alpha: 1.00, Res:  32, f(x_p_d)=  7.1824 f(x_q)=  7.9804
Itr:  32900 Kimg:     6211, Alpha: 1.00, Res:  32, f(x_p_d)=  6.7117 f(x_q)=  4.6306
Itr:  33000 Kimg:     6224, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8563 f(x_q)=  7.6202
Itr:  33100 Kimg:     6237, Alpha: 1.00, Res:  32, f(x_p_d)=  8.1394 f(x_q)=  9.2299
Itr:  33200 Kimg:     6249, Alpha: 1.00, Res:  32, f(x_p_d)=  6.2302 f(x_q)=  6.6555
Itr:  33300 Kimg:     6262, Alpha: 1.00, Res:  32, f(x_p_d)=  6.3374 f(x_q)=  8.0575
Itr:  33400 Kimg:     6275, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8974 f(x_q)=  6.7420
Itr:  33500 Kimg:     6288, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8606 f(x_q)=  7.3726
Itr:  33600 Kimg:     6301, Alpha: 1.00, Res:  32, f(x_p_d)=  8.2225 f(x_q)=  7.0275
Itr:  33700 Kimg:     6313, Alpha: 1.00, Res:  32, f(x_p_d)=  6.5562 f(x_q)=  8.7558
Itr:  33800 Kimg:     6326, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8769 f(x_q)=  6.4129
Itr:  33900 Kimg:     6339, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8013 f(x_q)=  6.4754
Itr:  34000 Kimg:     6352, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8270 f(x_q)=  9.4916
Calculate FID...
Itr:  34000, FID:    32.090
Itr:  34100 Kimg:     6365, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8529 f(x_q)=  5.9944
Itr:  34200 Kimg:     6377, Alpha: 1.00, Res:  32, f(x_p_d)=  5.4432 f(x_q)=  5.7879
Itr:  34300 Kimg:     6390, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9381 f(x_q)=  4.9977
Itr:  34400 Kimg:     6403, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0884 f(x_q)=  5.5721
Itr:  34500 Kimg:     6416, Alpha: 1.00, Res:  32, f(x_p_d)=  7.4442 f(x_q)=  9.9257
Itr:  34600 Kimg:     6429, Alpha: 1.00, Res:  32, f(x_p_d)=  7.3664 f(x_q)=  6.6514
Itr:  34700 Kimg:     6441, Alpha: 1.00, Res:  32, f(x_p_d)=  6.1363 f(x_q)=  9.4380
Itr:  34800 Kimg:     6454, Alpha: 1.00, Res:  32, f(x_p_d)=  6.0783 f(x_q)=  4.9733
Itr:  34900 Kimg:     6467, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8083 f(x_q)=  7.7413
Itr:  35000 Kimg:     6480, Alpha: 1.00, Res:  32, f(x_p_d)=  7.7204 f(x_q)=  7.7383
Itr:  35100 Kimg:     6493, Alpha: 1.00, Res:  32, f(x_p_d)=  7.2614 f(x_q)=  7.7538
Itr:  35200 Kimg:     6505, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8713 f(x_q)=  8.1189
Itr:  35300 Kimg:     6518, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0150 f(x_q)=  6.6553
Itr:  35400 Kimg:     6531, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0459 f(x_q)= 10.2229
Itr:  35500 Kimg:     6544, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8953 f(x_q)=  7.6627
Itr:  35600 Kimg:     6557, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8425 f(x_q)=  4.8616
Itr:  35700 Kimg:     6569, Alpha: 1.00, Res:  32, f(x_p_d)=  6.2641 f(x_q)=  4.7047
Itr:  35800 Kimg:     6582, Alpha: 1.00, Res:  32, f(x_p_d)=  7.5894 f(x_q)=  9.3931
Itr:  35900 Kimg:     6595, Alpha: 1.00, Res:  32, f(x_p_d)=  7.4725 f(x_q)=  5.7555
Itr:  36000 Kimg:     6608, Alpha: 1.00, Res:  32, f(x_p_d)=  6.4762 f(x_q)=  5.9078
Calculate FID...
Itr:  36000, FID:    32.501
Itr:  36100 Kimg:     6621, Alpha: 1.00, Res:  32, f(x_p_d)=  6.0259 f(x_q)=  6.3172
Itr:  36200 Kimg:     6633, Alpha: 1.00, Res:  32, f(x_p_d)=  6.7027 f(x_q)=  6.5623
Itr:  36300 Kimg:     6646, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9047 f(x_q)=  5.4254
Itr:  36400 Kimg:     6659, Alpha: 1.00, Res:  32, f(x_p_d)=  6.7578 f(x_q)=  6.8492
Itr:  36500 Kimg:     6672, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8859 f(x_q)=  5.8311
Itr:  36600 Kimg:     6685, Alpha: 1.00, Res:  32, f(x_p_d)=  6.7216 f(x_q)=  7.6315
Itr:  36700 Kimg:     6697, Alpha: 1.00, Res:  32, f(x_p_d)=  6.5424 f(x_q)=  5.0373
Itr:  36800 Kimg:     6710, Alpha: 1.00, Res:  32, f(x_p_d)=  6.6851 f(x_q)=  4.1424
Itr:  36900 Kimg:     6723, Alpha: 1.00, Res:  32, f(x_p_d)=  7.6591 f(x_q)=  7.1364
Itr:  37000 Kimg:     6736, Alpha: 1.00, Res:  32, f(x_p_d)=  7.7735 f(x_q)=  5.9885
Itr:  37100 Kimg:     6749, Alpha: 1.00, Res:  32, f(x_p_d)=  5.1807 f(x_q)=  5.6038
Itr:  37200 Kimg:     6761, Alpha: 1.00, Res:  32, f(x_p_d)=  6.4415 f(x_q)=  7.5558
Itr:  37300 Kimg:     6774, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9997 f(x_q)=  5.9725
Itr:  37400 Kimg:     6787, Alpha: 1.00, Res:  32, f(x_p_d)=  6.3220 f(x_q)=  6.8421
Itr:  37500 Kimg:     6800, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8055 f(x_q)=  5.9128
Itr:  37600 Kimg:     6813, Alpha: 1.00, Res:  32, f(x_p_d)=  6.4098 f(x_q)=  6.1012
Itr:  37700 Kimg:     6825, Alpha: 1.00, Res:  32, f(x_p_d)=  6.5542 f(x_q)=  6.3226
Itr:  37800 Kimg:     6838, Alpha: 1.00, Res:  32, f(x_p_d)=  7.1664 f(x_q)=  7.1088
Itr:  37900 Kimg:     6851, Alpha: 1.00, Res:  32, f(x_p_d)=  7.4721 f(x_q)=  7.1623
Itr:  38000 Kimg:     6864, Alpha: 1.00, Res:  32, f(x_p_d)=  6.2899 f(x_q)=  6.6187
Calculate FID...
Itr:  38000, FID:    29.741
Itr:  38100 Kimg:     6877, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0740 f(x_q)=  5.6914
Itr:  38200 Kimg:     6889, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0645 f(x_q)=  4.8477
Itr:  38300 Kimg:     6902, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9105 f(x_q)=  6.1861
Itr:  38400 Kimg:     6915, Alpha: 1.00, Res:  32, f(x_p_d)=  7.7710 f(x_q)=  9.3054
Itr:  38500 Kimg:     6928, Alpha: 1.00, Res:  32, f(x_p_d)=  6.1112 f(x_q)=  7.4717
Itr:  38600 Kimg:     6941, Alpha: 1.00, Res:  32, f(x_p_d)=  6.7958 f(x_q)=  6.1575
Itr:  38700 Kimg:     6953, Alpha: 1.00, Res:  32, f(x_p_d)=  6.2526 f(x_q)=  6.3196
Itr:  38800 Kimg:     6966, Alpha: 1.00, Res:  32, f(x_p_d)=  6.4810 f(x_q)=  5.9282
Itr:  38900 Kimg:     6979, Alpha: 1.00, Res:  32, f(x_p_d)=  6.6858 f(x_q)=  7.4900
Itr:  39000 Kimg:     6992, Alpha: 1.00, Res:  32, f(x_p_d)=  6.7409 f(x_q)=  6.8280
Itr:  39100 Kimg:     7005, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9431 f(x_q)=  5.1043
Itr:  39200 Kimg:     7017, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9271 f(x_q)=  5.9237
Itr:  39300 Kimg:     7030, Alpha: 1.00, Res:  32, f(x_p_d)=  6.2275 f(x_q)=  6.3576
Itr:  39400 Kimg:     7043, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0804 f(x_q)=  6.3634
Itr:  39500 Kimg:     7056, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9006 f(x_q)=  5.3508
Itr:  39600 Kimg:     7069, Alpha: 1.00, Res:  32, f(x_p_d)=  6.7913 f(x_q)=  7.0094
Itr:  39700 Kimg:     7081, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9064 f(x_q)= 10.0724
Itr:  39800 Kimg:     7094, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7609 f(x_q)=  6.6345
Itr:  39900 Kimg:     7107, Alpha: 1.00, Res:  32, f(x_p_d)=  6.3300 f(x_q)=  7.0077
Itr:  40000 Kimg:     7120, Alpha: 1.00, Res:  32, f(x_p_d)=  6.6411 f(x_q)=  5.9319
Calculate FID...
Itr:  40000, FID:    32.859
Itr:  40100 Kimg:     7133, Alpha: 1.00, Res:  32, f(x_p_d)=  7.9014 f(x_q)= 11.2000
Itr:  40200 Kimg:     7145, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9426 f(x_q)=  6.1167
Itr:  40300 Kimg:     7158, Alpha: 1.00, Res:  32, f(x_p_d)=  6.3422 f(x_q)=  6.9942
Itr:  40400 Kimg:     7171, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9905 f(x_q)=  5.5083
Itr:  40500 Kimg:     7184, Alpha: 1.00, Res:  32, f(x_p_d)=  7.1491 f(x_q)=  6.4804
Itr:  40600 Kimg:     7197, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9496 f(x_q)=  5.2526
Itr:  40700 Kimg:     7209, Alpha: 1.00, Res:  32, f(x_p_d)=  5.0560 f(x_q)=  4.4727
Itr:  40800 Kimg:     7222, Alpha: 1.00, Res:  32, f(x_p_d)=  6.4840 f(x_q)=  6.4913
Itr:  40900 Kimg:     7235, Alpha: 1.00, Res:  32, f(x_p_d)=  7.1348 f(x_q)=  8.6834
Itr:  41000 Kimg:     7248, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7698 f(x_q)=  4.5140
Itr:  41100 Kimg:     7261, Alpha: 1.00, Res:  32, f(x_p_d)=  6.7571 f(x_q)=  5.4772
Itr:  41200 Kimg:     7273, Alpha: 1.00, Res:  32, f(x_p_d)=  6.5443 f(x_q)=  6.2665
Itr:  41300 Kimg:     7286, Alpha: 1.00, Res:  32, f(x_p_d)=  6.6979 f(x_q)=  4.6429
Itr:  41400 Kimg:     7299, Alpha: 1.00, Res:  32, f(x_p_d)=  6.4317 f(x_q)=  5.8884
Itr:  41500 Kimg:     7312, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0472 f(x_q)=  6.9034
Itr:  41600 Kimg:     7325, Alpha: 1.00, Res:  32, f(x_p_d)=  6.7320 f(x_q)=  7.9331
Itr:  41700 Kimg:     7337, Alpha: 1.00, Res:  32, f(x_p_d)=  7.5492 f(x_q)=  7.2647
Itr:  41800 Kimg:     7350, Alpha: 1.00, Res:  32, f(x_p_d)=  5.3202 f(x_q)=  5.2142
Itr:  41900 Kimg:     7363, Alpha: 1.00, Res:  32, f(x_p_d)=  6.5110 f(x_q)=  6.3991
Itr:  42000 Kimg:     7376, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9762 f(x_q)=  8.5387
Calculate FID...
Itr:  42000, FID:    33.122
Itr:  42100 Kimg:     7389, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9574 f(x_q)=  6.3274
Itr:  42200 Kimg:     7401, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0311 f(x_q)=  4.9022
Itr:  42300 Kimg:     7414, Alpha: 1.00, Res:  32, f(x_p_d)=  5.5187 f(x_q)=  5.8104
Itr:  42400 Kimg:     7427, Alpha: 1.00, Res:  32, f(x_p_d)=  7.3164 f(x_q)=  7.3596
Itr:  42500 Kimg:     7440, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9976 f(x_q)=  5.3839
Itr:  42600 Kimg:     7453, Alpha: 1.00, Res:  32, f(x_p_d)=  6.4894 f(x_q)=  6.3314
Itr:  42700 Kimg:     7465, Alpha: 1.00, Res:  32, f(x_p_d)=  5.1464 f(x_q)=  4.7625
Itr:  42800 Kimg:     7478, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8153 f(x_q)=  6.1918
Itr:  42900 Kimg:     7491, Alpha: 1.00, Res:  32, f(x_p_d)=  6.7107 f(x_q)=  6.1655
